tier,rank,puuid,queueType,region,sub_region,division
EMERALD,I,_PSXRM2iZnIeGLgUMMsCUkHFpQ9XhQEd2alMrVnQedaCmE8C1wkiEXmXFEZMP9ZN6qptfZmCIKgh2g,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,R165xq_IEZKFTb3SlSDpKFUF7ru8Y3UgGSHKNqqnpQJKnLWVm03JDQ-jO3xHc7ql0YK0rgqaMKS2Qw,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,II,z64d1FnWbkAxK2r5-wv5pJOK1SeoCg85-6C7gsQwJcjpUALnB5cboKur3TqK-fUsbJGn6ZwOt6wYGg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,vpGxa14ARBoR5VlsnqIU3uVdRq8rU4eErJK3rBv-QVCd5ZLEDgl1bdWTov5hnsf9T2unVTc68SqB0A,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,F8DxgfMCxH6XCkj7N7gwQ3vWN3FyXSQTYBkz0MZfQIxUSTZBlyGN2VVMB7E6apvHRf8fTaRkzYHvEg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,Da4qQrtuEaJReWL4wrS2o6QJa-p1g13_6V_H_PEZFItJJHGDWxr9q97GgM67gUBEPrrka-BTOCTcsw,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,zeEIe-t7mpxLQITQssLsID_knyyXDTiA6DpnadgI47pxUq9moj-qrDmZ_5B0AZ-TCuSlOrpQro-tGA,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,YZKxePvaoSsNZN5DJZHfu2DrKCO5Jl6s8XySn5iGsrYKs7Z0S5OYvppe9MLdV5CgGtzT8820V7rUgg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,Cxcf1rHrj1dKzpsBdDlw-4ilkAAl20iG8wydxGRLlEVJsgRkIE9zDn4XMYYQKig_oRRduN78TzHudg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,YL0lg4t1r7v6Xq19gNNdXaYRW3DYOq_FpmrSmG0ntCmTIKwcccSUE8GmjeMLdQy0HE688XHdWKUmMg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,t1TgXjWpxhgmDVnrEPnEgRZiUC-3rdRFhtSktU-Eb2PL9jqFfSsgW09pzXadIM3kLs4EHkA-iavgEQ,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,o3tcjQCRxkYdzaunECQBD8X_6ht_Pc6Kdlm2PBbIvbzGhdYUisXsAb2kfLEsEvE-ivbK7t2w6NLxTg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,III,S6OJjyu22KWRXBiRAwV6zplm_GTBZ71CyG--8rYN-cO3_Fl7dg1dVFdmgWfWVt9Kc6kY3ITwbu3_OA,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,xpWrtJnV0ER0wtCks9uw6bZza6-cEYux-zlJRlHeuRZdozuoYTxdROQBk8IYBWNGbukkG7BCPSalCg,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,qUsWDr_fpxGTS5h7vrHVO3zV807EIAyu6cWazeE2DvRNbYqC2rT70Vqbj5xcaGIAKSkppwGd6l4T9g,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,Fd5sMVb0ZpFtgUrlbBxEBnW4dSkJqAOchaBBy-y9DHzuWtekpgf8WAX1fx6T5v9Tyxj9j-Ti8mM9Zw,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,i3orMphpskwmPftkOnW2fsaQdjj_a7NJk4Mj8V1A8cAnYEhH4Qle91patVi6GPgVlaRjVWUinvQCzw,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,NnQbvPCBEQ_iGOU5Rm0kfsrPHPXyK42e3f603w_iIWRD6vX67Xbr3rcaMjmoexbHk0CQSknI0VxjPw,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,KQRN-7aRzLIYyt-8n2t5zL1GYREU1l88zxtP5sZcoIzl1HgeUVqHPncei1Ktk1PLJUGmfG3dv0PuRg,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,kc8x8C139Z-oKHn2kLfIRs6Q2nPS8Q2B9msFfSpzJLgV4TFK67pDxf1Dpgm47G9n1hB_uY6UvZZwRg,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,orSrOZkZdwHmARYmJ7yp3SfbsGyv8IBWZhMLatP2hWV5liNDDAH7Awld_FUVN9GA6lysleIgzTCy5w,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,kaEzicneYPVPgnLRXH5GvbZ1xWqqT8ID7Ibq0OAL4bDgFNJYKDhsnaVVE4PEIfEHffcpYx10-3pW4Q,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,IV,EefI9zUpTIW2NQ-t-xx5l_x9VvUHB-7jIkNBY94tWwDzPkDfH_bD0VGvHKWtOQrw0bmbbEaiMifntw,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,Dmi929xK66XNscXaEbZK8x5g4cFiTsR-5wyxhHb4i66O3oUG7BBIrygjAV-X4pCMq3yc5KR4Quq1_Q,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,d6u42ERUy3V-SCvcb7zmcWyySW-7GHV6fu62XjyHlXXu5ZxCweP2o7MtAWm7NsR54nLxuDlW8UnNPg,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,97LCrvXmYE4tf4X5ofOKgTHTrpw8BgvwBWRj4Myp5faa8zK0q3aUbxlJnwAs-D2FWNqa96rNz4SdQA,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,RXjBQ2v1oLYJCduzGL12EN9kbPhbeAkaJAOuk8aRgMy0psjmJhIAIKa0iVCGENqo4XexSFXD8ZQrhA,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,mwfqpSwzFMmwCa9-SJRzOVV0_49v5EYBjRlPtm-2ghkFFSDRYUyf7uahtd0scTLO1WUUTvnQJLruLg,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,1y65w8c-5odebXd_qc19aHY0E2ROzKVYFt4CS_WnELUn7-d3sBOyjtAstR3xnhISUm9jRPyd4enVqw,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,hqJAwSZZ4c1_3d3LRPZPrMZQNR9-Q-MBE6sneOloRbdHXFKUt6Qr75VgZzi41yO3GI_yuhe0zt53Lg,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,C2gJAb6P27JFF7YTRhQau6UBzUCvIUz6zcXyE7PDWsIjzbQXTVJ7n5YajXJ9LG7TFW3sgsGapGo2nQ,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,yezx6WFTchUE3Koc2c7GiuBB_VbFlpUNN-RrmSvVsSqRKNjdOUKZVL64Qb3ioHJ0T8npvOhsnDa8cg,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
DIAMOND,I,yj2_9m-XfqesuZeatNmz_SVDjRa7SaiEB4P9XRcUNkMBK7lBrHdk202njRNa3oFoDjFNLtn4hpGUgA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,8C9D_-29enjM-PScDA_IDJYldezdhmVEpoZwD3Xrc8at9wzDOodEuEtm7gkzzD_QqDhF4tyQJDBkyw,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,DzpbwfFwuwW3bGLl6tPR56S2Un8RRaS9vHy8pMTVRQ6FzA8st_Uw-rUOSK3iu_cgaOjEBpKY5bonAA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,2FLkYbsvaRfHxvqLJ2QGlfWmBjHlLsxT4Q-5JAXERyP5-yXcu8xdFf-kkOZC16jGBVAOaUUmzqNPPQ,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,7AW3b25syUswBP9YTz03KlR5gfmGAHmdr6kq5FO8ow3uYUARuAOFo85UMbXiLI5l2NGVmkyOTat1jA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,WunJvspJrndGBcvaEMx6R6prkpus-56YCmVGH21nUn90Ze_xFhWysk0yF1nyawa8sDWdJq5WsfC9-w,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,lLbZpBRCJCQ3XLqpsGHfjZg7vZ9kJggn5VhuDgn5PywuGzSVe6j0UO61FvGhcpKFnrPIR_YztnvAfw,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,c1K_jN65KmXUp4-pQIvFXu2XFlWN0R5eHMcmIo-Wb26P0qenq9q3Wp15zBwl7Ty71oN7iWkVeUlQFg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,xCpV3bR9xeNUA_pZRI3po9-jVUT4F13Utj3lFlNo-_CZtSym0-sgg9BOzUen1N9Tw2FgquDon82Opw,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,I,y1j5naj57wk87qic24Bsc-CduFF2T-byT6TuVs4RX7xtdY4xX_2sPVca_wQpThAy7w4SZZGlp2P0eA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
DIAMOND,II,JEyzsVqLdNtFFsb_yJ3ts8Bie9cq1CJQ_5bUPnYoZ39HR-vK6H93cA1FlJ4ffcfHDx3SD8w9_5HCSQ,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,D5ebWsh7HX-IhLAKP_eMygvaPjTmIm4XTC2Dag8O3zOU7QSm5JeGdbCcF36-rd_jXZ80lRGMmBcq7A,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,IXGYd8ZbBHBoFoVxZKL0NH85ycyOS5XfqJlNHg4QVcKApPRTY8g5mYY8YhnFhKYEV6NdSKF8mBbkWw,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,eSZTmh0_r6LyMSIhDG7gcqDLjjaIVyW5pKZgFQw3UA_8-_EjESIHeYU98oTV5dtLRJDq5ttsYugZpA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,8K8aPuNMJuvLi_gHOnjfWHWMWyT4qDIezP5UW3b65tXmOjEyLjw5_b8OntQ9oukeeAbDepCX-wevOQ,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,CD5HLE_M9ZhUXuHjJIydHAydN8-d4oygzAzaP4PxQGBdBhCOGPjy0vp90af9nbCeZ9oaw0qT23z-Dw,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,3451fNbwoA1G0z14ymyTRv2JNfwVonCQ7E2j4vxTwL3FX91z6DKROjttMnznVa3Fyz-B_puCu0A8xw,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,WlqXkf5lB1HS5Dbn6A1hd_iGl_Ab6li29pLGbYevqhvumnX1FHV91qM0vAv-KIDC8xjOt_2q1e5izA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,W-zIL1AVZ4yaJOcpqMttSSX3VMY-sKFDkBO-J7T89o0EuFQhygF9jeEbtiEFqmIajuFbe65tm5ZsCg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,II,QlPFef2CRETEwTSkQCoZxAi7cBKM_sbT54L9YS9EVCGYgRyGOhIdUmAIoiUfWCG99I0Dng7LKrcGsg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_II
DIAMOND,III,mSeyfIuVVybBaD4jc9oymELYhNjffN0_fiQe-VdBZOq_fh7A30IGmqZ6KorXbHrRFvi_Nab1Igq9Bw,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,asHpHUmaIWvqQGVFckEYexEwPaCVJadI8CkjwlJlPijHnnbbWSqnsgO4poD4oGhvrlE0bUXRWKPH_w,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,kn1lvgx7OkVHFIuB490Y5ZcUv0f4RixIlp2c4L82PEPDd408z9nNvIUm9WlvCosJleVDIM5imPfEAg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,CWgulKBrEmcOoqMO1VVzS9Gf40qpKXzyT7eBNue_0igMoK4yHv27e7wB-mhjejE573AwuFrNw8GOgQ,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,rfmQV7iBHp6OFjPtdR4LIMiCViDqK8aZTBhz80tfXXKImSml_uivYaT1LaFdq30BHhRDNuvpIoj3rg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,oRmJQ4OGbv8tDuUiBFCMugNYZ3gV1hUME4P4au30Zn8aYaz8QiglbpFwvXSnpLXrLuWa8iMNYWGj6Q,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,zU1s7ndsJK5vZJdkhN8WPrB8SvFIvhssd5vNuikeAXd5sRqBUkd6lIbMZozNxFZw-2uX0JMGxaeeiA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,XlYIwoDuSOthG89SOydijbxwE3JK1CszgxHuc7K3OoQA9TldEiJtNIoTkwIDdfBV7r0zeMIXJ-EN7A,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,v4isEtlElQz40pMcf9TgQxyt8qSkzosT6hDXK15Ynws_k7-qAvcfXm5h8TajnUkbpbSlTGlWVNOgNQ,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,III,1JjkF7ElcF9DZxZhNOYq8YAzFONre7ykUIXleYB-dip62P0gmHkRfC2kctl3Yc5TpBe3dNcDsS6TMg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_III
DIAMOND,IV,MtbqfeMdnbBx01OPAQaDA3g9Nqif6eHxWr8EYl7WHUbo3NcTV4Uz8Nd0OKK2yq6_UHTeHieYWdYRZg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,o5oGJ3fbG31atRCrAL_XrOeWxuZ7lVvRiGWQH8c2wDlDfDz4rGFQ0elfYg-DKXBGvG6WVHNhc2wSSw,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,48sN9CJSmnXOmj8Ly25oaiaIfg_ODYs6G8ugz8MX_tJG5rSn0LiUU72nzPAqjf-Y-AYFNYZi5mcjIg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,SxOFKg7v88jIF0QniasdqzQ1o_hwutxKsuSzYYJ8nFbwipWv6tu4sUwoo2NEw904kThGfvbONGodwQ,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,3lBIWG4OGeyxTo9rJoW5ZAVambbFmgTrT-_KvfBWoAY4nBOPAWzLNeVyZI8VgkptYcvSsNsj5WywPA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,KnrikznXkKk55wt5edIklYTFssRRNQ-fX5CDcZIv5d9vX2LDa4tzUtHkYaM7Pak3sH3HrXHnbwEFtg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,0da8Z2fbKNavssNqzpyfkbB-Su02C4SImStFhQogt_MwP_5rYFV4OF8U7YNu-iuGyEyFn8nTa0xgFg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,wV02ud0lf-WaeGqVmBUYqtax0RYZRghljMDTWe6Bs2bJmnjOq8Ch0J2OwvoK9xwOuyAiYYjbBPzf7g,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,DHsceT-X5faqjGWe5X1xW-pogYuOcHL47czglqxv-Gbfm0lGcMBmf8M3ddyO_Rww7vTYJeYpgcwWeg,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
DIAMOND,IV,PkRHoCYQyuuOWnFnl3Y2HH_nq-Y38P3afveyHmlkhlPw0IorldEANLZMx2LdtRVoYF59H8kfrHr94Q,RANKED_SOLO_5x5,europe,eun1,DIAMOND_IV
MASTER,I,D5V-DaUKQcOQh7eBDdLsqkc4Ad6h6FaR-UhnvUaKyAK63hzp5I4Olt-WblNwkl40WDrHfxtXosjrZg,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,q9QBnXiTYLbofiUXh9BSvXvFtmdmC0XA7X6FPrTXQDU9Aua8f6ozO1NMpGxIFlaCHR05luhVmRMbfA,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,vgB8bmcdz4UU5_96hJqcIT642lIiYFZ261XcPG3tbWMw4gcvDwQ3ZDgZoEMevPlyoWHte6qVIJVeXg,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,GzkADSgLc7eBcbtFqJbcGxCzrLqYns6XpUPZcCORxAEpslNXM4WNf-SvCXk35vvRWw9dPcVzPhPxkQ,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,jl-esH8R_F_fe4HUJWp6SmURgGRVlWYqwrOowQflf0estiDMcwcgm3CXq23uLCu9DF2R-8vGoGfzIw,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,IYjs2gJta92vjLQMnypXKdfJwktEz7G44XXHij5S65qWXx6GevzvFgJ0_EzU6kkqJ3h766k4k3Pnvw,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,MJRzhZLeV1Ij3Reqk6gTyyNJuaVP7IgVU8wZIv9FZ7Eexum1w5PYZzPIiThc3A9xjeKBNw7tyu-4WQ,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,ee6HHfQqtDiooKF8jUu9ZVgkm-3AGTesP-af5Y1LtDKrnUR3AIxSxgmWux15b-H1cFlbmgfwlCiSNg,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,SwYTTaEzOpZt4rm0Ea-LLgTX5ftU2nqkIcmnWXAXKPwOp1fOrDTk2HsIksH5umVplwchxSyiDjWKow,RANKED_SOLO_5x5,europe,eun1,MASTER_I
MASTER,I,sSQnlIl3wxfHXzv4tVPBrpdVW1Uhl-XZOrvCHb3Q6uKu4NNJvbbcTT3bGRhnTdjl8qNaDeUh_SaO9w,RANKED_SOLO_5x5,europe,eun1,MASTER_I
GRANDMASTER,I,hfMP5_VTMFoT1hzMv2U_yBDeFOxz0BTtI4EUDhMbUu54WI67gItXOWsf79vt3B6HHvPDxgA3wdWONQ,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,Xj5U_Tm60GJS9ax08kGBZz-KGtDNPPcchMzJaX_vTezVJaSeRpSdJcUAR8kpglfLBaE5I7H4g6AKrg,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,QCndVqgY7pPqVYmKf5P8uIUwCcaDO9TvuomIYUgIyFVUKGR8JCnSN0eMMgIFymdk65NszAeBcbdfKA,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,7PEUmoX_811GTdxxPRLYNMpWBQ5Y1qoRoJ2E5uTtGEFd6h6ikQluNLY-b21ISWeIRkbKyFPQAN9o3w,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,emtbJxxsIHcqYLBTrGGk1dbWGd5ZbGlny9u7U1ubzk7aFlxI4oOMW_sTPEOsc6hixQ-v6yRVNRA3rw,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,edFADK8xR2y5eSEWJLd35-jbNPjc7nWAkjp2__LI8zEWAoR2KtwEvhWXQr0OMTyD7KoIGYGPpmlQgA,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,MCPoZRRhqRHHuOYroFNJMx0x2UmdwbWC8Ejm5BRQwsMsG5eHDYmzVg_c9ihbmASBKLH08bDaTwBWnQ,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,BJ5EWriK7KwCfKKlIALfmgXq0u6WOgRlcjO3CzuW-m3-ygyRhrcqBCFA4yo1_EqCRoMfrsjyug4FNg,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,UbmwWmwnwebBirZss0YeaNjK_A0_ksl7ftpFpHt-UYsgvK5eDIZZVScp-X5YJrzW87WfqKTdiAFFQw,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
GRANDMASTER,I,QLgDY3rYaykaeXn6mvRXpJs6UWOjyiX_PDDO6aksF7XHF5DBLuWGTa94-9fu4N-U-pVy26JXe5IUrg,RANKED_SOLO_5x5,europe,eun1,GRANDMASTER_I
CHALLENGER,I,GbaCpzcdYf_o_wq8mKclvvvWWO2P8DamlJbOSbWeLHIKIzJMNzxYdnG7tGk22K_JQ0YTXxBaMWUbzQ,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,dlXJYnkOwPwf_E4ZPCJoKOCNf9OjrmRsUl4isZq4ZEDBsB5lM3gOBRNoidn_G2VSaJXEYUtuCwsG8A,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,xg5UY3GLwcO-Ccl61Rfl_r6m7T3wNQcAuWYk7hEAJ3R_GrLakaitJEZaSpt4pLvZ8Wvc44h4CkCGHw,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,Z42-86-sjAP2sNK7cdecCcFiK7zojYS6gG6fd6dMNf5BP6-CL4hgTWBeS7plAprHaDAmnb6IHcpmVw,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,QE8sRyQW044Zait6UA914zZDF802LfitL6bOlFuFJdyF9jf6cYgBWNsUXTz0SYI9JAW6Tlp5eDIE3Q,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,Sn4wmFPQwE21ayssl6LaVAAxT6hF42Pak1nnS_lZX8FjXDaHpM71gnm8E3gnOg-kwsSdtH104lv8aA,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,vqevnAHrYcPm2H3X3tfb308vi3z6fMf_baOM7luNz8jtqlsgMEK_l3cSlAMLZQGZUZJp7V5uZ44TaA,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,mn-Gkouc6-IqUiE0e2DYngCABQdkC_F_7wOkOSZhZcGL7rXY73R10SMpdskphoR7CjxIZBOCK62yRw,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,E9FTv7_LGh8WcL8Yh1vzTCqjKDg6IU4_umbXJ61R3KIljTTVb6L_wonAIVg4BzpdH2cP8vvHagPm4Q,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
CHALLENGER,I,Ootw28l6LZUfTiRt19DH-QRT5N_hDI2I26poo80EBXaY4bkFBJo3MbDm9qRyuw7GL4ZbrhvyP3LjkA,RANKED_SOLO_5x5,europe,eun1,CHALLENGER_I
